id,title,sort_title,genre,notes,url
106,Die abgenöthige Einwilligung,abgenoethige einwilligung,Lustspiel,Adapted from Le Consentement forcé,
154,Die abgeredte Zauberey,abgeredte zauberey,Singspiel,,
81,"Adelaide, oder die Antipathie gegen die Liebe","adelaide, oder die antipathie gegen die liebe",Lustspiel,Adapted from Du Doyer's Adélaïde ou l'Antipathie contre l'amour (1780),
47,Adelheid von Ponthieu,adelheid von ponthieu,Ballet,"Noverre and Starzer's ballet d'action in 5 acts Adèle de Ponthieu was first performed in the Burgtheater in 1773. The ballet performed in 1781 might have been the ""imitation"" by ""Herr Vogt"" (either Peter or his brother Elias) that was in the repertory of the Böhm company from at least 1779; see https://sites.google.com/site/mozartdocuments/documents/1780-05-01.",https://books.google.com/books?id=vfx2FF8fNggC&pg=PA1#v=onepage&q&f=false
211,Adelheit von Veltheim,adelheit von veltheim,Singspiel,"The composer attribution is from the title page of the Viennese libretto; it is not Neefe's setting. The music for Sardi's version is unknown. ""Aufgefüht im k. k. Nationaltheater von der in / der Schauspielkunst sich übenden Jugend.""",https://books.google.com/books?id=RTJJAAAAcAAJ&pg=PA1#v=onepage&q&f=false
287,Der Adjutant,adjutant,Lustspiel,In the repertory of the Nationaltheater since 23 Oct 1779.,
94,"Adrast und Isidore, oder die Nachtmusik","adrast und isidore, oder die nachtmusik",Singspiel,Performed only twice,
220,Der Aepfeldieb,aepfeldieb,Singspiel,"""Herr Jast"" is the attribution on the libretto. Perhaps Just?",https://books.google.com/books?id=ZyVxt0M0kjAC&pg=PA1#v=onepage&q&f=false
56,Agamemnon,agamemnon,Ballet,"Noverre's Agamemnon vengé was first performed in Vienna in 1772 with music by Franz Aspelmayr. The ballet performed in 1781 was probably Decamp's ""Wiederhestellung"" of Noverre's scenario, Der gerächte Agamemnon (Vienna 1780).",https://books.google.com/books?id=0ZdDAAAAcAAJ&pg=PA1#v=onepage&q&f=false
75,Agnes Bernauerinn,agnes bernauerinn,Trauerspiel,,
261,Alceste,alceste,Tragedia per musica,,
282,Alcide al bivio,alcide al bivio,Festa teatrale,,
20,"Aline, reine de Golconde","aline, reine de golconde",Opéra-ballet,"Viennese libretto, 1780: ""Representé pour la premiere fois à Vienne, pour le / Benefice de M. DUPONT."" Monsigny and Sedaine's opéra-ballet Aline, reine da Golconde was first performed in Paris on 12 Apr 1766 with choreography by Jean-Barthèlemy Lany.",http://data.onb.ac.at/rep/10652DFA
13,"L'Amant jaloux, ou les Fausses Apparences","amant jaloux, ou les fausses apparences",Comédie mêlée d'ariettes,"L'Amant jaloux, with music by Grétry, a book by Thomas Hales, and verse sections by F. Levasseur, was first performed at Versailles on 20 Nov 1778.",https://books.google.com/books?id=6SM_AAAAcAAJ&pg=PA1#v=onepage&q&f=false
89,"L'Amant, Auteur et Valet","amant, auteur et valet",Comédie,"Cérou's L'Amant, Auteur et Valet was first performed in Paris by the Comédiens italiens on 8 Feb 1740.",https://books.google.com/books?id=IZoTAAAAQAAJ&pg=PA1#v=onepage&q&f=false
37,L'Ami de la maison,ami de la maison,Comédie mêlée d'ariettes,L'Ami de la maison was first performed at Fontainebleau on 26 Oct 1771.,https://books.google.com/books?id=ZWtXAAAAcAAJ&newbks=1&pg=PP5#v=onepage&q&f=false
200,L'Amitié à l'epreuve,amitie à l'epreuve,Comédie mêlée d'ariettes,First performed at Fontainebleau on 13 Nov 1770.,https://books.google.com/books?id=sAP4qF503b4C&pg=PA1#v=onepage&q&f=false
49,L'Amoreux de quinze ans,amoreux de quinze ans,Comédie mêlée d'ariettes,First performed by the Comédiens italiens in Paris on 18 Apr 1771.,https://books.google.com/books?id=Di5MAAAAcAAJ&pg=PA1#v=onepage&q&f=false
85,Andromeda und Perseus,andromeda und perseus,Schauspiel,"""Ein Schauspiel mit Musik""",https://books.google.com/books?id=YOMv9925cmcC&\pg=PA1#v=onepage&q&f=false
138,Der argwöhnische Ehemann,argwoehnische ehemann,Lustspiel,,
66,Ariadne auf Naxos,ariadne auf naxos,Duodrama,"Brandes and Benda's Ariadne auf Naxos was first performed in Gotha on 27 Jan 1775. The first performance by the court theater in Vienna took place on 4 Jan 1780.The performance iin the Burgtheater on Fri, 11 May 1781 may have been a benefit. It is not listed in Hadamowsky.",
253,Der Arrestant,arrestant,Lustspiel,The attribution to Franke is from Hadamowsky.,https://books.google.com/books?id=ttR8QPDlOsgC&pg=PA1#v=onepage&q&f=false
136,Athelstan,athelstan,Trauerspiel,First performed in 1756. Translator/adapter unknown,https://books.google.com/books?id=BB5ejTjxeEEC&newbks=1&pg=PA1#v=onepage&q&f=false
135,L'Avocat Patelin,avocat patelin,Comédie,First performed by the Comédiens françois in Paris on 4 Jun 1706.,https://books.google.com/books?id=IiQ_AAAAcAAJ&pg=PA1#v=onepage&q&f=false
276,Die Bachanten,bachanten,Divertissement,,
32,Le Barbier de Séville,barbier de seville,Comédie,Le Barbier de Séville was first performed by the Comédie Française in Paris on 23 Feb 1775.,https://books.google.com/books?id=eI0HAAAAQAAJ&pg=PA1#v=onepage&q&f=false
15,Der Barbier von Sevilien,barbier von sevilien,Lustspiel,,
209,Les Battus paient l'amende,battus paient l'amende,Comédie,"Two works with this subtitle on CÉSAR: Le Poulet ou les Battu paient l'amende (Carrogis, 1768); Janot, ou les Battus paient l'amende (Archambault, 1779). Schletter's ""patient"" is evidently an error.",https://books.google.com/books?id=Fl1oAAAAcAAJ&pg=PA1#v=onepage&q&f=false
174,Bauern verstehn nicht Spaß,bauern verstehn nicht spaß,Ballet,This ballet remains unidentified.,
42,Bekir und Gulroui,bekir und gulroui,Lustspiel,,
8,La Belle Arsène,belle arsène,Comédie mêlée d'ariettes,La Belle Arsène was first performed at Fontainebleau on 6 Nov 1773.,https://books.google.com/books?id=1ij5NkwMdqoC&pg=PA1#v=onepage&q&f=false
33,La Belle Cordonniere,belle cordonniere,Opéra comique,"This may be Les souliers mors-dorés, ou La cordonniere allemande (1776). The Schatz record gives the composer as Alessandro Mario Antonio Fridzeri (1741–1825).",https://www.loc.gov/item/2010664134/
19,Betrug für Betrug,betrug fuer betrug,Lustspiel,Burgtheater premiere on 30 Sep 1780,
12,Der Bettelstudent,bettelstudent,Lustspiel,Did the version performed in 1781 already have the music by Peter von Winter?,
21,Der Bettler,bettler,Lustspiel,,
53,La Bonne Fille,bonne fille,Opéra comique,"This might be the work by Duni (1762), derived from Goldoni/Richardson, but the French version of Piccinni's opera cannot be ruled out.",
127,Die Brüder,brueder,Lustspiel,,
234,"Le Bûcheron, ou les Trois souhaits","bûcheron, ou les trois souhaits",Comédie mêlée d'ariettes,First performed in Paris on 28 Feb 1763. Date on Viennese libretto at link is 1768.,https://books.google.com/books?id=AJH7srfnUfEC&pg=PA1#v=onepage&q&f=false
124,"Le Cercle, ou la Soirée à la mode","cercle, ou la soiree à la mode",Comédie,The Viennese playbook linked below is dated 1768.,https://books.google.com/books?id=jjVovZ0CfTEC&pg=PA1#v=onepage&q&f=false
227,La Clochette,clochette,Comédie mêlée d'ariettes,First performed in Paris on 14 Jul 1766.,https://books.google.com/books?id=42xXAAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false
272,Der Codrus,codrus,Trauerspiel,The earliest Viennese performance in Hadamowsky is 1 Apr 1771 in the Kärntnertortheater. Der Codrus had been in the repertory of the Nationaltheater since 4 Sep 1777.,
172,La Colonie,colonie,Opéra comique,"A parody of Saccini's L'isola d'amore, using a pastiche of music from Sacchini's operas. First performed in Paris on 16 Aug 1775.Libretto also here: https://digital.library.unt.edu/ark:/67531/metadc41/",https://books.google.com/books?id=aSSnQwlF0XAC&pg=PA1#v=onepage&q&f=false
191,"La Comédie à l'impromptu, ou les Dupes","comedie à l'impromptu, ou les dupes",Comédie,"Attribution to Dorvigny is on the title page. First performed by the Comédiens Italiens in Paris on 5 Sep 1780.Apparently the same work as Le mariage par comédie, ou les dupes, dated to 1789 in the works list on fr.wikipedia.",https://books.google.com/books?id=7V1oAAAAcAAJ&pg=PA1#v=onepage&q&f=false
281,Concert,concert,Concert,A generic record for concerts,
166,Crispin médecin,crispin medecin,Comédie,Written in 1670. The Viennese libretto at the link is dated 1772.,https://books.google.com/books?id=KZdLAAAAcAAJ&pg=PA1#v=onepage&q&f=false
173,"Crispin, Rival de son maître","crispin, rival de son maître",Comédie,First dated performance Paris 15 Mar 1705 (CÉSAR).,https://books.google.com/books?id=n0MGAAAAQAAJ&pg=PA1#v=onepage&q&f=false
100,Der dankbare Sohn,dankbare sohn,Lustspiel,,
109,Democrite amoureux,democrite amoureux,Comédie,First performed in Paris on 12 Jan 1700.,https://books.google.com/books?id=55IrAyA0TksC&pg=PA1#v=onepage&q&f=false
58,Le Déserteur,deserteur,Drame mêlé de musique,First performed by the Comédiens Italiens in Paris on 6 Mar 1769. The performance by the court theater in Vienna on 1 Aug 1781 was in German as a singspiel.,https://books.google.com/books?id=AxU6AAAAcAAJ&pg=PR1#v=onepage&q&f=false
244,Der Deserteur aus Kindesliebe,deserteur aus kindesliebe,Lustspiel,Earliest performance in Hadamowsky is 31 Jul 1773.,
126,Les Deux Avares,deux avares,Opéra comique,First performed at Fontainebleau on 27 Oct 1770.,https://books.google.com/books?id=AiQ_AAAAcAAJ&pg=PA1#v=onepage&q&f=false
255,Les Deux Billets,deux billets,Comédie,First performed in Paris on 9 Feb 1779.,https://books.google.com/books?id=SphRAAAAcAAJ&pg=PA1#v=onepage&q&f=false
83,Les Deux Chasseurs et la Laitière,deux chasseurs et la laitière,Comédie mêlée d'ariettes,First performed in Paris on 23 Jul 1763. The date on the Viennese libretto at the link is 1764.,https://books.google.com/books?id=TjZMAAAAcAAJ&pg=PA1#v=onepage&q&f=false
167,Der Dichterling,dichterling,Lustspiel,,
176,Der Dienstfertige,dienstfertige,Lustspiel,Author attribution from Hadamowsky. Possibly after L'Officieux (1780)?The German version is attributed to Schletter in the catalogue of the ÖNB. Schletter's calendar attributes it to Wieland. Der Dienstfertige is not listed among Wieland's works on de.wikipedia.https://books.google.com/books?id=dCy9g7qFyTsC&pg=PA1#v=onepage&q&f=false,http://data.onb.ac.at/rep/105B7641
265,Divertissement,divertissement,Ballet,This divertissement is not in Hadamowsky.,
274,Doktor Guldenschnitt,doktor guldenschnitt,Lustspiel,,
71,Don Japhet d'Armenie,don japhet d'armenie,Comédie,First performed in 1651 or 1652; first published in 1653.,https://books.google.com/books?id=uehlAAAAcAAJ&pg=PP5#v=onepage&q&f=false
16,Die donnernde Legion,donnernde legion,Oratorio,,https://books.google.com/books?id=Db5LO98cDs0C&pg=PA1#v=onepage&q&f=false
280,Der Dorfdeputirten,dorfdeputirten,Singspiel,"Apparently not the same as the singspiel by this name by Heermann and Franz Teyber performed in the Kärntnertortheater twice in 1785 and 1786. There was also a setting by Wolf. The libretto is based on Goldoni, Il feudatario. Presumably Sardi set the same libretto.",
259,Der Dorfjahrmarkt in Elsaß,dorfjahrmarkt in elsaß,Ballet,,
62,La Double Frayeur,double frayeur,Comédie,"Apart from Schletter, this title appears only in Schink 1782. Two titles with ""frayeur"" in the title appear on CÉSAR: Les Frayeurs d'Arlequin (no date) and Les Frayeurs de Crispin (1682).",
195,Die dürftige Familie,duerftige familie,Schauspiel,,
115,Dupuis et Desronais,dupuis et desronais,Comédie,"According to CÉSAR, first performed in Paris in 1759.",https://books.google.com/books?id=xKsixR1hRC0C&pg=PA1#v=onepage&q&f=false
107,L'École des femmes,ecole des femmes,Comédie,First performed in 1662. The Viennese playbook at the link is dated 1752.,https://books.google.com/books?id=SLhLAAAAcAAJ&pg=PA1#v=onepage&q&f=false
22,Edelmuth in Niedrigkeit,edelmuth in niedrigkeit,Lustspiel,The playbook at the link (ÖNB) was published in Leipzig in 1777.,https://books.google.com/books?id=RcJTAAAAcAAJ&pg=PA1#v=onepage&q&f=false
155,Edwin und Emma,edwin und emma,Schauspiel,Schraembl is principally known as a cartographer.,
286,Die eifersüchtige Ehefrau,eifersuechtige ehefrau,,Based on The Jealous Wife by George Colman the Elder. First performed in the Kärtnertortheater on 10 Dec 1769.,
44,Der eifersüchtige Liebhaber,eifersuechtige liebhaber,Singspiel,"German adaptation of L'amant jaloux, ou Les fausses apparences",
133,Die eingebildeten Philosophen,eingebildeten philosophen,Singspiel,German version of I filosofi immaginari (1779),
199,Elfride,elfride,Trauerspiel,From Mason's Elfrida (1752).,
111,Elle a raison,elle a raison,Comédie,"Full title in Schletter: Elle a Raison, ou la Femme, comme il n'y en a guverres. No Google hit on this title except in Bender, apparently derived from Schletter. This title seems not to be in Schink's list. ""guverre"" seems not to be a French word. It should probably be ""la Femme, comme il n'y en a guères"", but no hits on this as the title of a comedy. There is no match for this title on CÉSAR.There is a story by d'Abancourt (pub. 1778) ""Le Phénix, ou la Femme comme il n'y en a guères."" Cf. also Voltaire's La Femme qui a Raison (pub. 1759)?",
90,Emilia Galotti,emilia galotti,Trauerspiel,,
240,L'Epoux par supercherie,epoux par supercherie,Comédie,First performed in Paris on 9 Mar 1744.,
210,Die Eroberung von Saint-Lucie,eroberung von saint-lucie,Lustspiel,"Adapted from Müller von Friedberg, La Prise de Sainte-Lucie. Performed only three times.",https://books.google.com/books?id=4M5UAAAAcAAJ&pg=PA1#v=onepage&q&f=false
225,"L'Erreur d'un moment, ou la Suite de Julie","erreur d'un moment, ou la suite de julie",Comédie mêlée d'ariettes,First performed in Paris on 14 Jun 1773.,https://books.google.com/books?id=08doAAAAcAAJ&pg=PA1#v=onepage&q&f=false
40,Erwine von Steinheim,erwine von steinheim,Trauerspiel,,
148,"Eugenie, oder Die Tugend in Gefahr","eugenie, oder die tugend in gefahr",Trauerspiel,From Beaumarchais's Eugénie (1767),
242,Les Evénements imprévus,evenements imprevus,Comédie mêlée d'ariettes,First performed at Versailles on 11 Nov 1779.,https://books.google.com/books?id=A_xDAAAAYAAJ&newbks=1&pg=PP7#v=onepage&q&f=false
238,Die Familie,familie,Schauspiel,Roles of Gemmingen and Schröder?,
73,Der Faßbinder,faßbinder,Singspiel,,
170,Die Faßbinder,faßbinder,Ballet,"There is a reference to a one-act ballet Die Faßbinder in Westenrieder's Jahrbuch der Menschengeschichte in Bayrern (1782), in a list of ""Ballete von Hrn. Hornung, der im April 1780 von Regensburg abging"", here:https://books.google.com/books?id=p9ZSzsm9QAoC&pg=PA238#v=onepage&q&f=false",
41,La Fausse Magie,fausse magie,Comédie mêlée d'ariettes,First performed in Paris on 1 Feb 1775.,https://books.google.com/books?id=EI87AAAAcAAJ&pg=PA1#v=onepage&q&f=false
158,La Fausse Suivante,fausse suivante,Comédie,First performed in Paris on 8 Jul 1724.,https://books.google.com/books?id=AsGZFur4MScC&pg=PA1#v=onepage&q&f=false
213,La Fée Urgèle,fee urgèle,Comédie mêlée d'ariettes,First performed at Fontainebleau on 26 Oct 1765.,https://books.google.com/books?id=gdA5AAAAcAAJ&pg=PA1#v=onepage&q&f=false
6,Die Feldmühle,feldmuehle,Lustspiel,,
267,La Fenisse,fenisse,Opéra comique,No work with this title on CÉSAR.,
161,Das Findelkind,findelkind,Lustspiel,,
105,Der flatterhafte Ehemann,flatterhafte ehemann,Lustspiel,Adapted from Cibber's The Careless Husband,
91,Les Folies amoureuses,folies amoureuses,Comédie,First dated perfomance in Paris on 15 Jan 1704.,https://books.google.com/books?id=PCJ6vxKlgUAC&pg=PP5#v=onepage&q&f=false
131,Les Fourberies de Scapin,fourberies de scapin,Comédie,First performed in Paris on 24 May 1671.,https://books.google.com/books?id=kU6P-a5NckAC&pg=PA5#v=onepage&q&f=false
54,Le François à Londres,françois à londres,Comédie,First performed in Paris on 3 Jul 1727.,https://books.google.com/books?id=JYlZAAAAcAAJ&pg=PP9#v=onepage&q&f=false
7,Die Freundschaft auf der Probe,freundschaft auf der probe,Singspiel,,
288,Der Freundschaft der Weiber,freundschaft der weiber,Lustspiel,,
239,Der Furchtsame,furchtsame,Lustspiel,,
169,Das Gärtnermädchen von Fraskati,gaertnermaedchen von fraskati,Singspiel,Adapted from La frascatana.,
271,Der Geburtstag,geburtstag,Lustspiel,Performed once by the Nationaltheater on 7 Feb 1779. This performance on 28 Dec 1781 is not in Hadamowsky or Von Alth/Obzyna. Perhaps Theaterschule?,
80,Die Gefahren der Verführung,gefahren der verfuehrung,Schauspiel,"Free adaptation of Mercier's Jenneval, ou le Barnevelt français (1769)",
86,Die gegenseitige Probe,gegenseitige probe,Lustspiel,Adapted from L'eprouve reciproque.,
117,"Geschwind, eh es jemand erfährt","geschwind, eh es jemand erfaehrt",Lustspiel,,
10,Die Geschwisterliebe,geschwisterliebe,Schauspiel,,https://books.google.com/books?id=SmxVAAAAcAAJ&pg=PA1#v=onepage&q&f=false
205,Gianetta Montaldi,gianetta montaldi,Trauerspiel,,
218,Der Graf von Olsbach,graf von olsbach,Lustspiel,,
55,Der Graf von Walltron,graf von walltron,Trauerspiel,,
84,Die große Batterie,große batterie,Lustspiel,,
278,Die Gunst der Fürsten,gunst der fuersten,Trauerspiel,First performed by the court theater in 1773. Ultimately derived from The Unhappy Favourite or The Earl of Essex by John Banks.,https://books.google.com/books?id=TCRVAAAAcAAJ&pg=PA1#v=onepage&q&f=false
215,Die gute Tochter,gute tochter,Lustspiel,,
187,Der gutherzige Murrkopf,gutherzige murrkopf,Lustspiel,After Goldoni's Il burbero benefico,
128,Hamlet,hamlet,Trauerspiel,,
46,"Hanns bleibt Hanns, oder der Bauer, ein Fürst","hanns bleibt hanns, oder der bauer, ein fuerst",Lustspiel,,https://books.google.com/books?id=Z3UyAQAAMAAJ&newbks=1&pg=PA1#v=onepage&q&f=false
87,Der Hausfreund,hausfreund,Singspiel,Adapted from L'Ame de maison,
257,Die Haushaltung nach der Mode,haushaltung nach der mode,Lustspiel,,https://books.google.com/books?id=e92BHvWwvD0C&pg=PA1#v=onepage&q&f=false
45,Der Hausvater,hausvater,Lustspiel,,
157,Die heimliche Heyrath,heimliche heyrath,Lustspiel,Adapted from Colman's The clandestine marriage (1766),
132,Henriette,henriette,Lustspiel,"Henriette, oder Sie ist schon verheiratet",
186,"Héraclite, ou le Triomphe de la Beauté","heraclite, ou le triomphe de la beaute",Comédie,"The title page of the 1783 edition has ""Représentée pour la premiere fois à Paris, par les Comédiens Italiens ordinaires du Roi, le Décembre 1783.""",https://books.google.com/books?id=Q8RoAAAAcAAJ&newbks=1&pg=PP3#v=onepage&q&f=false
145,Der Herr Gevatter,herr gevatter,Lustspiel,,
38,Die Holländer,hollaender,Lustspiel,First performed by the court theater in the Burgtheater on 14 Nov 1778.,
77,L'Homme du jour,homme du jour,Comédie,Comèdie en vers,https://books.google.com/books?id=lXliAAAAcAAJ&pg=PA1#v=onepage&q&f=false
92,"L'Homme noir, ou le Spleen","homme noir, ou le spleen",Comédie,"Earliest edition on WorldCat is 1778. This work has two acts, whereas Schletter has ""3. A.""",https://books.google.com/books?id=xbxoAAAAcAAJ&pg=PA1#v=onepage&q&f=false
34,Die Horazier,horazier,Ballet,"Noverre's ballet d'action Les Horaces et les Curiaces, with music by Starzer, was first performed in Vienna in 1772. The ballet performed in 1781 might have been Peter Vogt's ""imitation,"" Die Horazier und Kuriazier.",https://digital.slub-dresden.de/werkansicht/dlf/54395/3/
146,Le Huron,huron,Opéra comique,First performed in 1768,https://fr.wikipedia.org/wiki/Le_Huron_(op%C3%A9ra)
