id,title,sort_title,genre,notes,url
283,Il natale di Apollo,il natale di apollo,Cantata,"Righini’s Il natale di Apollo is usually said to have been composed for the TKS concert in Dec 1789. If “Apolls Geburtstag” on 18 and 25 Mar 1781 is the same work, this places it considerably earlier.",
249,L'Impromptu du coeur,impromptu du coeur,,Five items on CÉSAR with the title L'Impromptu du coeur. Could this be a kind of generic title?,
162,Inkle und Yariko,inkle und yariko,Trauerspiel,"On versions of this story, see Walton 2005",https://books.google.com/books?id=A4LcPlzFo24C&newbks=1&pg=PA1#v=onepage&q&f=false
236,Iphigenie auf Tauris,iphigenie auf tauris,Singspiel,,
2,Irene,irene,Trauerspiel,,
279,Das Irrlicht,irrlicht,Singspiel,,https://books.google.com/books?id=9ZBIAAAAcAAJ&pg=PA1#v=onepage&q&f=false
190,Der Jahrmarkt von Venedig,jahrmarkt von venedig,Singspiel,After Salieri's La fiera di Venezia,
151,Jeannot et Colin,jeannot et colin,Comédie,,https://books.google.com/books?id=4OM7AAAAcAAJ&pg=PA1#v=onepage&q&f=false
93,"Jenny, oder die Uneigennützigkeit","jenny, oder die uneigennuetzigkeit",Drame,"Translation of Jenni, out le Désintéressement (1771)",
222,Le Jugement de Midas,jugement de midas,Comédie mêlée d'ariettes,First performed publicly in Paris by the Comédiens Italiens on 27 Jun 1778.,https://books.google.com/books?id=jXOEhKZFwo0C&pg=PA1#v=onepage&q&f=false
11,Juliane von Lindorak,juliane von lindorak,Lustspiel,,
230,Julie,julie,Comédie mêlée d'ariettes,First performed in Paris on 22 Sep 1772.,https://books.google.com/books?id=r8RbAAAAQAAJ&pg=PA1#v=onepage&q&f=false
35,Die junge Indianerinn,junge indianerinn,Lustspiel,A translation of La junge Indienne. Hadamowsky gives no translator.,
64,Der Jurist und der Bauer,jurist und der bauer,Lustspiel,,
17,Die kleine Aehrenleserin,kleine aehrenleserin,Lustspiel,"""Lustspiel für Kinder""",http://data.onb.ac.at/rep/10738C8E
263,Der kleine Grenadier,kleine grenadier,Lustspiel,"The attribution is from Schletter. This title is not in Einakter, and it seems not to be listed in Goedeke.",
214,Der Kobold,kobold,Lustspiel,"Adapted from L'Esprit follet, ou la Dame invisible (1770).",
159,König Lear,koenig lear,Trauerspiel,,
18,Die Kroaten,kroaten,Ballet,,
197,Der Kühehirt,kuehehirt,Lustspiel,,
24,Das Landmädchen,landmaedchen,Lustspiel,"Apparently Wycherley's The Country Wife, perhaps by way of Garrick's cleaned up version as The Country Girl.",
139,Le Legataire universel,legataire universel,Comédie,,
78,Les Legs,legs,Comédie,,
275,Leonardo und Blandine,leonardo und blandine,Melodrama,"The Augsburg libretto at LOC is attributed to Goez, but Schletter attributes the text to Babo.",https://www.loc.gov/item/2010663669/
264,Der letzte Rausch,letzte rausch,Singspiel,Apparently a German adaptation of L'Ivrogne corrigé.,
57,Die Liebe unter den Handwerksleuten,liebe unter den handwerksleuten,Singspiel,German version of L'amore artigiano,
184,Der Liebhaber als ein Schriftsteller und Bedienter,liebhaber als ein schriftsteller und bedienter,Lustspiel,"From Cérou's L'Amant, auteur et valet (1740). The attribution to Martin is from Hadamowsky and hasn't been verified/",https://books.google.com/books?id=oBdYAAAAcAAJ&pg=PA1#v=onepage&q&f=false
60,Das Loch in der Thüre,loch in der thuere,Lustspiel,,
231,Lucile,lucile,Comédie mêlée d'ariettes,First performed in Paris on 5 Jan 1769.,https://books.google.com/books?id=pRQzAQAAMAAJ&pg=PA1#v=onepage&q&f=false
216,Das Lustlager,lustlager,Schauspiel,,
217,Le Magnifique,magnifique,Comédie,First performed in Paris by the Comédiens Italiens on 4 Mar 1773.,https://books.google.com/books?id=Mw9KVCSabZ4C&newbks=1&pg=PA1#v=onepage&q&f=false
224,Le Maître en droit,maître en droit,Opéra comique,First performed at the Foire Saint-Germain in Paris on 23 Feb 1760. The date on the Viennese libretto is 1763.,https://books.google.com/books?id=NoJnPwOqmKUC&pg=PA1#v=onepage&q&f=false
206,Le Marchand de Smyrne,marchand de smyrne,Opéra comique,"The attribution of this work is uncertain. Chamfort's one-act comedy Le Marchand de Smyrne was first performed in Paris on 26 Jan 1770. However, Schletter's entry specifies an opera (""O. 1. a.""). The only plausible match found so far is the work by Just, but the only libretto online is in Dutch. Probably not Vogler's Der Kaufmann von Smyrna.",
118,Le Maréchal ferrant,marechal ferrant,Opéra comique,,https://books.google.com/books?id=PB4eqPr7IQkC&pg=PA1#v=onepage&q&f=false
156,Le Mari retrouvé,mari retrouve,Comédie,,
5,Matrosen Ballet,matrosen ballet,Ballet,,
165,Le Mazet,mazet,Opéra comique,Also Mazet (without article),https://archive.org/details/mazetcomedieende00duni/page/n4/mode/2up
65,Medea,medea,Melodrama,,
260,Die Mediceer,mediceer,Trauerspiel,First performed by the Nationaltheater on 11 May 1776.,
182,"Les Menechmes, ou les Jumeaux","menechmes, ou les jumeaux",Comédie,,
68,Le Mercure galant ou la Comédie sans titre,mercure galant ou la comedie sans titre,Comédie,,
289,Merope,merope,Trauerspiel,Performed in the Burgtheater on 17 Apr 1775. The performance on 30 Jan 1782 was the work's premiere by the Nationaltheater.,
140,Le Milicien,milicien,Comédie,"""Comedie en  acte mêlée d'ariettes""First performed 1762https://archive.org/details/lemilicien00duni/page/n7/mode/2up",https://books.google.com/books?id=fFdXAAAAcAAJ&pg=PA1#v=onepage&q&f=false
183,Milton und Elmire,milton und elmire,Singspiel,"The attribution to Reinwald is from Goggle Books, and needs to be investigated. The attribution to Michl is from Grove.",
245,Minna von Barnhelm,minna von barnhelm,Lustspiel,,
101,Monsieur de St. Charles,monsieur de st. charles,Comédie,The work and author identification appear on several lists published in the 1780s.,
129,Nacht und Ungefähr,nacht und ungefaehr,Lustspiel,,
9,Die Näscherinn,naescherinn,Singspiel,https://books.google.com/books?id=lWYPyjNCuAAC&pg=PA1#v=onepage&q&f=false,https://daten.digitale-sammlungen.de/0005/bsb00057879/images/index.html?id=00057879&groesser=&no=3&seite=5
120,"Nanette et Lucas, ou La Paysanne curieuse","nanette et lucas, ou la paysanne curieuse",Opéra comique,"""Comedie en prose, melée d'ariettes""",https://books.google.com/books?id=8-w5AAAAcAAJ&pg=PA1#v=onepage&q&f=false
39,Die natürliche Zauberey,natuerliche zauberey,Lustspiel,,https://books.google.com/books?id=yO0vYEU41lcC&pg=PA1#v=onepage&q&f=false
266,Natur und Liebe im Streit,natur und liebe im streit,Trauerspiel,,
149,Die Nebenbuhler,nebenbuhler,Lustspiel,From Sheridan's The Rivals (1775),
110,Der Neugierige,neugierige,Lustspiel,,
201,Ninette à la cour,ninette à la cour,Comédie mêlée d'ariettes,First performed in Paris on 12 Feb 1755. Songs taken from Bertoldo in corte (1753) by Ciampi.,https://books.google.com/books?id=qS9aAAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false
14,No title,no title,Ballet,,
122,Der Oberamtmann und die Soldaten,oberamtmann und die soldaten,Schauspiel,,
221,Das öffentliche Geheimniß,oeffentliche geheimniß,Lustspiel,,
82,L'Officier et le grand Baillif,officier et le grand baillif,Comédie,Unidentified,
119,L'Officieux,officieux,Comédie,,https://books.google.com/books?id=a0ZoAAAAcAAJ&pg=PA1#v=onepage&q&f=false
193,Olivie,olivie,Trauerspiel,,
229,"L'Olympiade, ou le Triomphe de l'amitié","olympiade, ou le triomphe de l'amitie",Drame mêlé de musique,"French pasticcio, first performed in Paris on 2 Oct 1777.",https://www.loc.gov/resource/musschatz.17475.0/?sp=4
237,On ne s'avise jamais de tout,on ne s'avise jamais de tout,Opéra comique,"First performed at the Foire Saint-Laurent in Paris, 14 Sep 1761",https://books.google.com/books?id=tw0hfsm4W_8C&pg=PP1#v=onepage&q&f=false
273,Orfeo ed Euridice,orfeo ed euridice,Azione teatrale,,
168,Orphée et Euridice,orphee et euridice,Tragédie-opéra,,
233,Der Ostindienfahrer,ostindienfahrer,Lustspiel,,
147,Le Page étourdi,page etourdi,Comédie,Unidentified,
130,Les Pêcheurs,pêcheurs,Opéra comique,,https://books.google.com/books?id=WDDQM0NVJEIC&pg=PP5#v=onepage&q&f=false
223,Percy,percy,Trauerspiel,"In Schletter: ""Percy. / Tr. in 5. A. a. d. E. v. einer Damme.""",https://books.google.com/books?id=8-hKZyUodpgC&pg=PA1#v=onepage&q&f=false
113,Le Père de famille,père de famille,Comédie,,https://books.google.com/books?id=P8tob_LJomEC&pg=PA1#v=onepage&q&f=false
247,"Peter du bleibst, oder Der Hausfreund auf dem Lande","peter du bleibst, oder der hausfreund auf dem lande",Singspiel,Apparently no libretto online.,
246,Philotas,philotas,Trauerspiel,"Hadamowsky and Von Alth/Obzyna have two performances of Philotas by the court theater in 1782, the first on 22 Jan. This performance on Fri, 9 Nov 1781 is not given in either.",
284,Die Pilgrime auf Golgotha,pilgrime auf golgotha,Oratorio,,
50,Die Pilgrime von Mekka,pilgrime von mekka,Singspiel,Singpiel version of La rencontre imprévue.,
137,Das Portrait,portrait,Lustspiel,,https://books.google.com/books?id=qobNPU74nCQC&pg=PA1#v=onepage&q&f=false
27,Präsentirt das Gewehr,praesentirt das gewehr,Lustspiel,,
98,Les Précieuses ridicules,precieuses ridicules,Comédie,,
208,Le Procureur arbitre,procureur arbitre,Comédie,"Given by Schletter as ""O. 1. a."", but Poisson's work is described only as ""comédie en vers"" with no mention of music. No other works with this title are listed in CÉSAR.",https://books.google.com/books?id=oXhPkNoMTJYC&newbks=1&pg=PP1#v=onepage&q&f=false
251,Progne und Philomele,progne und philomele,Ballet,,
262,Le Pucheron,pucheron,unknown,"No work by this title on CÉSAR, and no Google hits. Perhaps ""bûcheron""? Several titles on CÉSAR contain this word, of which the most likely may be the comédie mêlée d'ariettes Le Bûcheron ou les Trois Souhaits by Guichard and Philidor.",https://books.google.com/books?id=TPM5AAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false
29,"Die pücefarbnen Schuhe, oder Die schöne Schusterin","puecefarbnen schuhe, oder die schoene schusterin",Singspiel,Based on a French original by Baron du Serrières,
163,La Pupille,pupille,Comédie,First performed in Paris in 1734.,https://books.google.com/books?id=toMUAAAAQAAJ&pg=PA1#v=onepage&q&f=false
99,Pygmalion,pygmalion,Melodrama,,
235,Pyrrhus und Polixene,pyrrhus und polixene,Ballet,,
103,Der Rauchfangkehrer,rauchfangkehrer,Singspiel,,
3,Die Rechnung ohne den Wirth,rechnung ohne den wirth,Lustspiel,,
232,Reinhold und Armida,reinhold und armida,Melodrama,"First performed in Munich in Jun 1780. The work was performed once by the court theater on 7 Sep 1793 as Armida und Rinaldo (text at the link below). The performances on Fridays in 1781 were probably benefits, possibly for Winter, who seems still to have been in Vienna?",https://www.loc.gov/resource/musschatz.16506.0/?sp=3
150,Richard der Dritte,richard der dritte,Trauerspiel,,
243,Robert und Kalliste,robert und kalliste,Singspiel,Adapted from Guglielmi's La sposa fedele (1766),
192,Le Roi et le Fermier,roi et le fermier,Opéra comique,,https://books.google.com/books?id=27kB05OAiroC&newbks=1&pg=PA1#v=onepage&q&f=false
144,Romeo und Julie,romeo und julie,Trauerspiel,,
74,Rose et Colas,rose et colas,Opéra comique,,
30,La Rosière de Salency,rosière de salency,Opéra comique,"According to fr.wikipedia, the music is by Blaise, Philidor, Monsigny, and Duni.",
226,Sancho Pança dans son isle,sancho pança dans son isle,Opéra buffon,First performed in Paris on 8 Jul 1762.,https://books.google.com/books?id=C6dXAAAAcAAJ&pg=PP5#v=onepage&q&f=false
285,Santa Elena al Calvario,santa elena al calvario,Oratorio,"First version 1747, second version 1772.",
256,Sara ou la Fermière ecossaise,sara ou la fermière ecossaise,Comédie mêlée d'ariettes,First performed in Paris on 8 May 1773.,https://books.google.com/books?id=w1eQ69CuwHkC&pg=PA1#v=onepage&q&f=false
142,Der Schmuck,schmuck,Lustspiel,,
72,Der Schneider und sein Sohn,schneider und sein sohn,Lustspiel,,
248,Die schöne Nanette,schoene nanette,Lustspiel,Performed only once by the court theater.,
268,Die schöne Wienerinn,schoene wienerinn,Lustspiel,,
112,Der Schubkarren des Essighändlers,schubkarren des essighaendlers,Lustspiel,,
96,Die Schwäger,schwaeger,Trauerspiel,,
219,Die Schwiegermütter,schwiegermuetter,Lustspiel,"On the title page of the Viennese playbook: ""Auf dem k. k. Hof=Nationaltheater aufgeführt von der in der Schauspielkunst sich übenden Jugend."" The author attribution is from Schletter and Schink 1782.",https://books.google.com/books?id=RDRJAAAAcAAJ&pg=PA1#v=onepage&q&f=false
104,Der sehende Blinde,sehende blinde,Lustspiel,Based on L'Aveugle clairvoyant,
228,Der seltne Freyer,seltne freyer,Lustspiel,,
207,La Sérénade,serenade,Opéra comique,"Le Bouquet de Louison ou la sérénade de village by Taconet is the only 18th-c. one-act opéra on CÉSAR with ""sérénade"" in the title.",
102,La Servante maitresse,servante maitresse,Opéra comique,"""Comédie en deux actes, melée d'ariettes, parodiées de La Serva Padrona""",https://books.google.com/books?id=5u87AQAAMAAJ&pg=PA1#v=onepage&q&f=false
179,Die sieben Schwaben,sieben schwaben,Ballet,"Evidently based on the German fairy tale of this name. Kunn's company performed this ballet in Salzburg on 13 Oct 1783 (see MBA vi:156, notes to line 152 of Nannerl Mozart's diary).",
121,Silvain,silvain,Opéra comique,,https://books.google.com/books?id=EjZMAAAAcAAJ&pg=PA1#v=onepage&q&f=false
52,Der Sklavenhändler von Smyrna,sklavenhaendler von smyrna,Singspiel,"Derived from Chamfort, Le Marchand de Smyrne (1770). The ÖNB has a one-act Lustspiel Der Sklavenhändler von Smyrna based on Chamfort, translated by Brahm. Singspiel versions survive under the title Der Kaufmann von Smyrna with music by Vogler (Mannheim), and Andreas Franz Holly (Holy; Belin 1775). There seems to be no libretto or score corresponding to the 1781 production in the ÖNB.",
177,Der Sklavenhändler von Smyrna,sklavenhaendler von smyrna,Lustspiel,,
203,Die Sklavinn,sklavinn,Singspiel,"From Piccinni's Gli stravaganti, ossia La schiava riconosciuta, first performed in Rome on 1 Jan 1764.",
67,"Soliman der Zweyte, oder Die drey Sultaninnen","soliman der zweyte, oder die drey sultaninnen",Lustspiel,Translation of Soliman Second,
180,Le Somnambule,somnambule,Comédie,First performed in Paris in 1739.,https://books.google.com/books?id=LTCqiB7vX5sC&pg=PA1#v=onepage&q&f=false
114,Le Sorcier,sorcier,Opéra comique,,
51,Der Spleen,spleen,Lustspiel,,
277,"Stirbt der Fuchs, so gilt sein Balg","stirbt der fuchs, so gilt sein balg",ländliches Gemälde,The playbook at the link is dated 1770.,https://books.google.com/books?id=lLDoMudc4xMC&newbks=1&pg=PP3#v=onepage&q&f=false
178,Der Stolz des Grafen Barcelona,stolz des grafen barcelona,Singspiel,Nothing is currently known about this work.,
23,Die Strafe im Sturz,strafe im sturz,Ballet,,
250,Der stürmische Liebhaber,stuermische liebhaber,Lustspiel,,
4,Der Sturm,sturm,Schauspiel,,
97,Le Tableau parlant,tableau parlant,Opéra comique,,
61,Les Talens à la mode,talens à la mode,Comédie,,
134,Le Tartuffe,tartuffe,Comédie,First performed in 1664,
241,Das Testament,testament,Lustspiel,,
196,Der Teufel steckt in ihm,teufel steckt in ihm,Lustspiel,Attribution to Colman is from Hadamowsky.,
254,Thorheit und Betrügerey,thorheit und betruegerey,Lustspiel,,
198,Der Todte ein Freyer,todte ein freyer,Lustspiel,Attribution to Sedaine is on title page. Adapted from Sedaine's Le mort marié/,https://books.google.com/books?id=yIa6lmBQ7nsC&pg=PA1#v=onepage&q&f=false
269,Toinon et Toinette,toinon et toinette,Comédie mêlée d'ariettes,Toinon et Toinette was first performed in Paris on 20 Jun 1767.,https://books.google.com/books?id=P8Vqz5lbdGQC&pg=PA1#v=onepage&q&f=false
160,Tom Jones,tom jones,Opéra comique,After Fielding's Tom Jones,https://books.google.com/books?id=hGxXAAAAcAAJ&pg=PA1#v=onepage&q&f=false
63,Le Tonnellier,tonnellier,Opéra comique,,
181,Le Tout en peu,tout en peu,Comédie,,
143,Die Trauer,trauer,Lustspiel,Adapted from Hauteroches's Le Deuil (1680),
258,Les Trois Fermiers,trois fermiers,Comédie mêlée d'ariettes,"First performed in Paris, 16 May 1777.",https://books.google.com/books?id=sMo5AAAAcAAJ&pg=PA1#v=onepage&q&f=false
125,Les Trois Frères rivaux,trois frères rivaux,Comédie,First performed in Paris on 4 Aug 1713. The Viennese playbook at the link is dated 1752.,https://books.google.com/books?id=e_SZmPZsxCcC&pg=PA1#v=onepage&q&f=false
88,Les Trois Jumeaux vénetiens,trois jumeaux venetiens,Comédie,First performed in Paris on 7 Dec 1773.,https://books.google.com/books?id=Y--5yUOsyMsC&pg=PA1#v=onepage&q&f=false
123,Turcaret,turcaret,Comédie,Published in 1708. Also Turcaret ou le Financier.,https://books.google.com/books?id=EghlH5nqzrYC&pg=PA1#v=onepage&q&f=false
202,Die Uebereilung,uebereilung,Lustspiel,,
171,Die Ungetreuen,ungetreuen,Lustspiel,Adapted from Barthe's Les fausses infidélités.,
212,Die unvermutheten Zufälle,unvermutheten zufaelle,Singspiel,Adapted from Les Événements imprévues (1779).,
175,Die unversehene Wette,unversehene wette,Lustspiel,,
270,Les Vendangeurs ou les Deux Baillis,vendangeurs ou les deux baillis,Vaudeville,First performed in Paris on 7 Nov 1780. The playbook seems not to be online.,
76,Die verfolgte Unbekannte,verfolgte unbekannte,Singspiel,German adaptation of L'incognita perseguitata.,
28,Die Verlobung,verlobung,Lustspiel,,
189,Der verlogene Bediente,verlogene bediente,Lustspiel,From Garrick's The Lying Valet (1741),
95,Die verstorbene Ehefrau,verstorbene ehefrau,Lustspiel,,
70,Die wahre Liebe,wahre liebe,Lustspiel,Identification  uncertain,
31,Wahrheit ist gut Ding,wahrheit ist gut ding,Lustspiel,,
36,Was erhält die Männer treu?,was erhaelt die maenner treu?,Singspiel,Premiere in the Burgtheater on 1 May 1780,
185,Die Wâschermädchen,wâschermaedchen,Singspiel,From Zanetti's Le lavanderine,
252,Der Weise in der That,weise in der that,Schauspiel,,
108,Wer wird sie kriegen,wer wird sie kriegen,Lustspiel,,
26,Der Westindier,westindier,Lustspiel,"Adapted from Cumberland's ""The West Indian""",
141,Die Widersprecherin,widersprecherin,Lustspiel,Adapted from Dufresny's L'Esprit de contradiction (1700),
48,Die Wildschützen,wildschuetzen,Lustspiel,"According to Hadamowsky, ""Lustspiel mit Gesängen""",
69,Das Winterquartier in Amerika,winterquartier in amerika,Lustspiel,,
153,Die Wirthschaftlerinn,wirthschaftlerinn,Lustspiel,,
79,Wissenschaft geht vor Schönheit,wissenschaft geht vor schoenheit,Lustspiel,Kalliope record here: http://kalliope-verbund.info/DE-611-HS-3410222 has this as a translation by Bock of Goldoni's La donna garbo (1743).,https://books.google.com/books?id=NygDljEwhsAC&pg=PA1#v=onepage&q&f=false
164,Der Wittwer,wittwer,Lustspiel,"Based on Carmontelle's ""Proverbe dramatique"" Le Veuf.https://fr.wikisource.org/wiki/Proverbes_dramatiques/Le_Veuf",
152,Die Wölfe in der Heerde,woelfe in der heerde,Lustspiel,,
116,Der Zaubergürtel,zauberguertel,Lustspiel,,https://books.google.com/books?id=ahBaAAAAcAAJ&pg=PP1#v=onepage&q&f=false
25,Zémire et Azor,zemire et azor,Opéra comique,A German version of Zémire et Azor had been in the repertory of the court theater since 13 Oct 1779.,
204,Zu gut ist nicht gut,zu gut ist nicht gut,Lustspiel,"""nationalisieret von Herrn Schmidt."" First performed by the Nationaltheater on 22 Nov 1777.",https://books.google.com/books?id=F_5HAAAAcAAJ&pg=PA1#v=onepage&q&f=false
194,Die zwey Gräfinnen,zwey graefinnen,Singspiel,Adapted from Le due contesse.,https://books.google.com/books?id=6gFXAAAAcAAJ&pg=PA3#v=onepage&q&f=false
