id,title,sort_title,genre,notes,url,author,composer
93,"Jenny, oder die Uneigennützigkeit","Jenny, oder die Uneigennützigkeit",Drame,"Translation of Jenni, out le Désintéressement (1771)",NA,"Marsollier, Benoît-Joseph",NA
222,Le Jugement de Midas,Jugement de Midas,Comédie mêlée d'ariettes,First performed publicly in Paris by the Comédiens Italiens on 27 Jun 1778.,https://books.google.com/books?id=jXOEhKZFwo0C&pg=PA1#v=onepage&q&f=false,"Hales, Thomas","Grétry, André Ernest Modeste"
11,Juliane von Lindorak,Juliane von Lindorak,Lustspiel,NA,NA,"Gozzi, Carlo",NA
230,Julie,Julie,Comédie mêlée d'ariettes,First performed in Paris on 22 Sep 1772.,https://books.google.com/books?id=r8RbAAAAQAAJ&pg=PA1#v=onepage&q&f=false,"Monvel, Jacques-Marie Boutet de","Dezède, Nicolas-Alexandre"
35,Die junge Indianerinn,junge Indianerinn,Lustspiel,A translation of La junge Indienne. Hadamowsky gives no translator.,NA,"Chamfort, Sébastien-Roch Nicolas de",NA
64,Der Jurist und der Bauer,Jurist und der Bauer,Lustspiel,NA,NA,"Rautenstrauch, Johann",NA
17,Die kleine Aehrenleserin,kleine Aehrenleserin,Lustspiel,"""Lustspiel für Kinder""",http://data.onb.ac.at/rep/10738C8E,"Weiße, Christian Felix",NA
263,Der kleine Grenadier,kleine Grenadier,Lustspiel,"The attribution is from Schletter. This title is not in Einakter, and it seems not to be listed in Goedeke.",NA,"Weiße, Christian Felix",NA
214,Der Kobold,Kobold,Lustspiel,"Adapted from L'Esprit follet, ou la Dame invisible (1770).",NA,"Collé, Charles",NA
159,König Lear,König Lear,Trauerspiel,NA,NA,"Shakespeare, William",NA
18,Die Kroaten,Kroaten,Ballet,NA,NA,Mirek,unknown
197,Der Kühehirt,Kühehirt,Lustspiel,NA,NA,"Weidmann, Paul",NA
24,Das Landmädchen,Landmädchen,Lustspiel,"Apparently Wycherley's The Country Wife, perhaps by way of Garrick's cleaned up version as The Country Girl.",NA,"Schmid, Christian Heinrich",NA
139,Le Legataire universel,Legataire universel,Comédie,NA,NA,"Regnard, Jean-François",NA
78,Les Legs,Legs,Comédie,NA,NA,Marivaux,NA
264,Der letzte Rausch,letzte Rausch,Singspiel,Apparently a German adaptation of L'Ivrogne corrigé.,NA,"Anseaume, Louis","Gluck, Christoph Willibald"
57,Die Liebe unter den Handwerksleuten,Liebe unter den Handwerksleuten,Singspiel,German version of L'amore artigiano,NA,"Goldoni, Carlo","Gassmann, Florian Leopold"
184,Der Liebhaber als ein Schriftsteller und Bedienter,Liebhaber als ein Schriftsteller und Bedienter,Lustspiel,"From Cérou's L'Amant, auteur et valet (1740). The attribution to Martin is from Hadamowsky and hasn't been verified/",https://books.google.com/books?id=oBdYAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Cérou, Pierre",NA
60,Das Loch in der Thüre,Loch in der Thüre,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
231,Lucile,Lucile,Comédie mêlée d'ariettes,First performed in Paris on 5 Jan 1769.,https://books.google.com/books?id=pRQzAQAAMAAJ&pg=PA1#v=onepage&q&f=false,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
216,Das Lustlager,Lustlager,Schauspiel,NA,NA,"Babo, Joseph Marius von",NA
217,Le Magnifique,Magnifique,Comédie,First performed in Paris by the Comédiens Italiens on 4 Mar 1773.,https://books.google.com/books?id=Mw9KVCSabZ4C&newbks=1&pg=PA1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Grétry, André Ernest Modeste"
224,Le Maître en droit,Maître en droit,Opéra comique,First performed at the Foire Saint-Germain in Paris on 23 Feb 1760. The date on the Viennese libretto is 1763.,https://books.google.com/books?id=NoJnPwOqmKUC&pg=PA1#v=onepage&q&f=false,"Lemonnier, Pierre-René","Monsigny, Pierre-Alexandre"
206,Le Marchand de Smyrne,Marchand de Smyrne,Opéra comique,"The attribution of this work is uncertain. Chamfort's one-act comedy Le Marchand de Smyrne was first performed in Paris on 26 Jan 1770. However, Schletter's entry specifies an opera (""O. 1. a.""). The only plausible match found so far is the work by Just, but the only libretto online is in Dutch. Probably not Vogler's Der Kaufmann von Smyrna.",NA,"Chamfort, Sébastien-Roch Nicolas de","Just, Johann August"
118,Le Maréchal ferrant,Maréchal ferrant,Opéra comique,NA,https://books.google.com/books?id=PB4eqPr7IQkC&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Philidor, François-André Danican"
156,Le Mari retrouvé,Mari retrouvé,Comédie,NA,NA,"Dancourt, Louis Heurteaux dit",NA
5,Matrosen Ballet,Matrosen Ballet,Ballet,NA,NA,Decamp,unknown
165,Le Mazet,Mazet,Opéra comique,Also Mazet (without article),https://archive.org/details/mazetcomedieende00duni/page/n4/mode/2up,"Anseaume, Louis","Duni, Egidio"
65,Medea,Medea,Melodrama,NA,NA,"Gotter, Friedrich Wilhelm","Benda, Georg"
260,Die Mediceer,Mediceer,Trauerspiel,First performed by the Nationaltheater on 11 May 1776.,NA,"Brandes, Johann Christian",NA
182,"Les Menechmes, ou les Jumeaux","Menechmes, ou les Jumeaux",Comédie,NA,NA,"Regnard, Jean-François",NA
68,Le Mercure galant ou la Comédie sans titre,Mercure galant ou la Comédie sans titre,Comédie,NA,NA,"Boursault, Edme",NA
140,Le Milicien,Milicien,Comédie,"""Comedie en  acte mêlée d'ariettes""First performed 1762",https://archive.org/details/lemilicien00duni/page/n7/mode/2uphttps://books.google.com/books?id=fFdXAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Anseaume, Louis","Duni, Egidio"
183,Milton und Elmire,Milton und Elmire,Singspiel,"The attribution to Reinwald is from Goggle Books, and needs to be investigated. The attribution to Michl is from Grove.",NA,"Reinwald, Wilhelm Friedrich Hermann","Michl, Joseph Willibald"
245,Minna von Barnhelm,Minna von Barnhelm,Lustspiel,NA,NA,"Lessing, Gotthold Ephraim",NA
101,Monsieur de St. Charles,Monsieur de St. Charles,Comédie,The work and author identification appear on several lists published in the 1780s.,NA,Gernevalde,NA
129,Nacht und Ungefähr,Nacht und Ungefähr,Lustspiel,NA,NA,"Capacelli, Francesco Albergati",NA
120,"Nanette et Lucas, ou La Paysanne curieuse","Nanette et Lucas, ou La Paysanne curieuse",Opéra comique,"""Comedie en prose, melée d'ariettes""",https://books.google.com/books?id=8-w5AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Framery, Nicolas-Étienne","d'Herbain, Jean-Louis Cuchot, Chevalier"
9,Die Näscherinn,Näscherinn,Singspiel,NA,https://books.google.com/books?id=lWYPyjNCuAAC&pg=PA1#v=onepage&q&f=falsehttps://daten.digitale-sammlungen.de/0005/bsb00057879/images/index.html?id=00057879&groesser=&no=3&seite=5,"Weiße, Christian Felix",Kriner
266,Natur und Liebe im Streit,Natur und Liebe im Streit,Trauerspiel,NA,NA,"d'Arien, Bernhard Christoph",NA
39,Die natürliche Zauberey,natürliche Zauberey,Lustspiel,NA,https://books.google.com/books?id=yO0vYEU41lcC&pg=PA1#v=onepage&q&f=false,"Weiße, Christian Felix",NA
149,Die Nebenbuhler,Nebenbuhler,Lustspiel,From Sheridan's The Rivals (1775),NA,"Engelbrecht, Johann Andreas",NA
110,Der Neugierige,Neugierige,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
201,Ninette à la cour,Ninette à la cour,Comédie mêlée d'ariettes,First performed in Paris on 12 Feb 1755. Songs taken from Bertoldo in corte (1753) by Ciampi.,https://books.google.com/books?id=qS9aAAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon","Ciampi, Vincenzo Legrenzio"
14,No title,No title,Ballet,NA,NA,unknown,unknown
122,Der Oberamtmann und die Soldaten,Oberamtmann und die Soldaten,Schauspiel,NA,NA,"d'Herbois, Jean-Marie Collot",NA
221,Das öffentliche Geheimniß,öffentliche Geheimniß,Lustspiel,NA,NA,"Gotter, Friedrich Wilhelm",NA
82,L'Officier et le grand Baillif,Officier et le grand Baillif,Comédie,Unidentified,NA,unknown,NA
119,L'Officieux,Officieux,Comédie,NA,https://books.google.com/books?id=a0ZoAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Piédefer, Adrien-Nicolas, marquis de La Salle",NA
193,Olivie,Olivie,Trauerspiel,NA,NA,"Brandes, Johann Christian",NA
229,"L'Olympiade, ou le Triomphe de l'amitié","Olympiade, ou le Triomphe de l'amitié",Drame mêlé de musique,"French pasticcio, first performed in Paris on 2 Oct 1777.",https://www.loc.gov/resource/musschatz.17475.0/?sp=4,"Framery, Nicolas-Étienne","Sacchini, Antonio"
237,On ne s'avise jamais de tout,On ne s'avise jamais de tout,Opéra comique,"First performed at the Foire Saint-Laurent in Paris, 14 Sep 1761",https://books.google.com/books?id=tw0hfsm4W_8C&pg=PP1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
168,Orphée et Euridice,Orphée et Euridice,Tragédie-opéra,NA,NA,"Calzabigi, Ranieri de'","Gluck, Christoph Willibald"
233,Der Ostindienfahrer,Ostindienfahrer,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
147,Le Page étourdi,Page étourdi,Comédie,Unidentified,NA,unknown,NA
130,Les Pêcheurs,Pêcheurs,Opéra comique,NA,https://books.google.com/books?id=WDDQM0NVJEIC&pg=PP5#v=onepage&q&f=false,"La Salle, Adrien-Nicolas Piédefer, marquis de","Gossec, François-Joseph"
223,Percy,Percy,Trauerspiel,"In Schletter: ""Percy. / Tr. in 5. A. a. d. E. v. einer Damme.""",https://books.google.com/books?id=8-hKZyUodpgC&pg=PA1#v=onepage&q&f=false,"More, Hannah",NA
113,Le Père de famille,Père de famille,Comédie,NA,https://books.google.com/books?id=P8tob_LJomEC&pg=PA1#v=onepage&q&f=false,"Diderot, Denis",NA
247,"Peter du bleibst, oder Der Hausfreund auf dem Lande","Peter du bleibst, oder Der Hausfreund auf dem Lande",Singspiel,Apparently no libretto online.,NA,unknown,"Walter, Ignaz"
246,Philotas,Philotas,Trauerspiel,"Hadamowsky and Von Alth/Obzyna have two performances of Philotas by the court theater in 1782, the first on 22 Jan. This performance on Fri, 9 Nov 1781 is not given in either.",NA,"Lessing, Gotthold Ephraim",NA
50,Die Pilgrime von Mekka,Pilgrime von Mekka,Singspiel,Singpiel version of La rencontre imprévue.,NA,"Dancourt, Louis Heurteaux dit","Gluck, Christoph Willibald"
137,Das Portrait,Portrait,Lustspiel,NA,https://books.google.com/books?id=qobNPU74nCQC&pg=PA1#v=onepage&q&f=false,"Beauchamps, Pierre-François Godard de",NA
27,Präsentirt das Gewehr,Präsentirt das Gewehr,Lustspiel,NA,NA,"Müller, Johann Heinrich Friedrich",NA
98,Les Précieuses ridicules,Précieuses ridicules,Comédie,NA,NA,"Molière, Jean-Baptiste Poquelin, dit","Monsigny, Pierre-Alexandre"
208,Le Procureur arbitre,Procureur arbitre,Comédie,"Given by Schletter as ""O. 1. a."", but Poisson's work is described only as ""comédie en vers"" with no mention of music. No other works with this title are listed in CÉSAR.",https://books.google.com/books?id=oXhPkNoMTJYC&newbks=1&pg=PP1#v=onepage&q&f=false,"Poisson, Philippe",NA
251,Progne und Philomele,Progne und Philomele,Ballet,NA,NA,unknown,"Winter, Peter von"
29,"Die pücefarbnen Schuhe, oder Die schöne Schusterin","pücefarbnen Schuhe, oder Die schöne Schusterin",Singspiel,Based on a French original by Baron du Serrières,NA,"Stephanie d. J., Johann Gottlieb","Umlauf, Ignaz"
262,Le Pucheron,Pucheron,unknown,"No work by this title on CÉSAR, and no Google hits. Perhaps ""bûcheron""? Several titles on CÉSAR contain this word, of which the most likely may be the comédie mêlée d'ariettes Le Bûcheron ou les Trois Souhaits by Guichard and Philidor.",https://books.google.com/books?id=TPM5AAAAcAAJ&newbks=1&pg=PA1#v=onepage&q&f=false,unknown,unknown
163,La Pupille,Pupille,Comédie,First performed in Paris in 1734.,https://books.google.com/books?id=toMUAAAAQAAJ&pg=PA1#v=onepage&q&f=false,"Fagan, Barthélemy-Christophe",NA
99,Pygmalion,Pygmalion,Melodrama,NA,NA,"Rousseau, Jean-Jacques","Coignet, Horace"
235,Pyrrhus und Polixene,Pyrrhus und Polixene,Ballet,NA,NA,unknown,"Winter, Peter von"
103,Der Rauchfangkehrer,Rauchfangkehrer,Singspiel,NA,NA,"Auenbrugger, Leopold","Salieri, Antonio"
3,Die Rechnung ohne den Wirth,Rechnung ohne den Wirth,Lustspiel,NA,NA,"Schletter, Salomon Friedrich",NA
232,Reinhold und Armida,Reinhold und Armida,Melodrama,"First performed in Munich in Jun 1780. The work was performed once by the court theater on 7 Sep 1793 as Armida und Rinaldo (text at the link below). The performances on Fridays in 1781 were probably benefits, possibly for Winter, who seems still to have been in Vienna?",https://www.loc.gov/resource/musschatz.16506.0/?sp=3,"Babo, Joseph Marius von","Winter, Peter von"
150,Richard der Dritte,Richard der Dritte,Trauerspiel,NA,NA,"Weiße, Christian Felix",NA
243,Robert und Kalliste,Robert und Kalliste,Singspiel,Adapted from Guglielmi's La sposa fedele (1766),NA,"Chiari, Pietro","Guglielmi, Pietro Alessandro"
192,Le Roi et le Fermier,Roi et le Fermier,Opéra comique,NA,https://books.google.com/books?id=27kB05OAiroC&newbks=1&pg=PA1#v=onepage&q&f=false,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
144,Romeo und Julie,Romeo und Julie,Trauerspiel,NA,NA,"Shakespeare, William",NA
74,Rose et Colas,Rose et Colas,Opéra comique,NA,NA,"Sedaine, Michel-Jean","Monsigny, Pierre-Alexandre"
30,La Rosière de Salency,Rosière de Salency,Opéra comique,"According to fr.wikipedia, the music is by Blaise, Philidor, Monsigny, and Duni.",NA,"Favart, Charles-Simon","Philidor, François-André Danican"
226,Sancho Pança dans son isle,Sancho Pança dans son isle,Opéra buffon,First performed in Paris on 8 Jul 1762.,https://books.google.com/books?id=C6dXAAAAcAAJ&pg=PP5#v=onepage&q&f=false,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
256,Sara ou la Fermière ecossaise,Sara ou la Fermière ecossaise,Comédie mêlée d'ariettes,First performed in Paris on 8 May 1773.,https://books.google.com/books?id=w1eQ69CuwHkC&pg=PA1#v=onepage&q&f=false,"Collet de Messine, Jean-Baptiste","Vachon , Pierre"
142,Der Schmuck,Schmuck,Lustspiel,NA,NA,"Sprickmann, Anton Matthias",NA
72,Der Schneider und sein Sohn,Schneider und sein Sohn,Lustspiel,NA,NA,"Fuß, Franz",NA
248,Die schöne Nanette,schöne Nanette,Lustspiel,Performed only once by the court theater.,NA,"Legrand, Marc-Antoine",NA
112,Der Schubkarren des Essighändlers,Schubkarren des Essighändlers,Lustspiel,NA,NA,"Brahm, Moritz von",NA
96,Die Schwäger,Schwäger,Trauerspiel,NA,NA,"Eckardt, Friedrich Samuel Lucas von",NA
219,Die Schwiegermütter,Schwiegermütter,Lustspiel,"On the title page of the Viennese playbook: ""Auf dem k. k. Hof=Nationaltheater aufgeführt von der in der Schauspielkunst sich übenden Jugend."" The author attribution is from Schletter and Schink 1782.",https://books.google.com/books?id=RDRJAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Romanus, Karl Franz",NA
104,Der sehende Blinde,sehende Blinde,Lustspiel,Based on L'Aveugle clairvoyant,NA,"Legrand, Marc-Antoine",NA
228,Der seltne Freyer,seltne Freyer,Lustspiel,NA,NA,Gernevalde,NA
207,La Sérénade,Sérénade,Opéra comique,"Le Bouquet de Louison ou la sérénade de village by Taconet is the only 18th-c. one-act opéra on CÉSAR with ""sérénade"" in the title.",NA,unknown,unknown
102,La Servante maitresse,Servante maitresse,Opéra comique,"""Comédie en deux actes, melée d'ariettes, parodiées de La Serva Padrona""",https://books.google.com/books?id=5u87AQAAMAAJ&pg=PA1#v=onepage&q&f=false,"Favart, Charles-Simon",unknown
179,Die sieben Schwaben,sieben Schwaben,Ballet,"Evidently based on the German fairy tale of this name. Kunn's company performed this ballet in Salzburg on 13 Oct 1783 (see MBA vi:156, notes to line 152 of Nannerl Mozart's diary).",NA,unknown,unknown
121,Silvain,Silvain,Opéra comique,NA,https://books.google.com/books?id=EjZMAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
52,Der Sklavenhändler von Smyrna,Sklavenhändler von Smyrna,Singspiel,"Derived from Chamfort, Le Marchand de Smyrne (1770). The ÖNB has a one-act Lustspiel Der Sklavenhändler von Smyrna based on Chamfort, translated by Brahm. Singspiel versions survive under the title Der Kaufmann von Smyrna with music by Vogler (Mannheim), and Andreas Franz Holly (Holy; Belin 1775). There seems to be no libretto or score corresponding to the 1781 production in the ÖNB.",NA,"Chamfort, Sébastien-Roch Nicolas de",unknown
177,Der Sklavenhändler von Smyrna,Sklavenhändler von Smyrna,Lustspiel,NA,NA,"Brahm, Moritz von",NA
203,Die Sklavinn,Sklavinn,Singspiel,"From Piccinni's Gli stravaganti, ossia La schiava riconosciuta, first performed in Rome on 1 Jan 1764.",NA,"Stephanie d. J., Johann Gottlieb","Piccinni, Niccolò"
67,"Soliman der Zweyte, oder Die drey Sultaninnen","Soliman der Zweyte, oder Die drey Sultaninnen",Lustspiel,Translation of Soliman Second,NA,"Favart, Charles-Simon",NA
180,Le Somnambule,Somnambule,Comédie,First performed in Paris in 1739.,https://books.google.com/books?id=LTCqiB7vX5sC&pg=PA1#v=onepage&q&f=false,"Ferriol de Pont-de-Veyle, Antoine de",NA
114,Le Sorcier,Sorcier,Opéra comique,NA,NA,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
51,Der Spleen,Spleen,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
178,Der Stolz des Grafen Barcelona,Stolz des Grafen Barcelona,Singspiel,Nothing is currently known about this work.,NA,unknown,unknown
23,Die Strafe im Sturz,Strafe im Sturz,Ballet,NA,NA,Sacco,unknown
4,Der Sturm,Sturm,Schauspiel,NA,NA,"Schink, Johann Friedrich",NA
250,Der stürmische Liebhaber,stürmische Liebhaber,Lustspiel,NA,NA,"Monvel, Jacques-Marie Boutet de",NA
97,Le Tableau parlant,Tableau parlant,Opéra comique,NA,NA,"Anseaume, Louis","Grétry, André Ernest Modeste"
61,Les Talens à la mode,Talens à la mode,Comédie,NA,NA,"Boissy, Louis de",NA
134,Le Tartuffe,Tartuffe,Comédie,First performed in 1664,NA,"Molière, Jean-Baptiste Poquelin, dit",NA
241,Das Testament,Testament,Lustspiel,NA,NA,"Schröder, Friedrich Ludwig",NA
196,Der Teufel steckt in ihm,Teufel steckt in ihm,Lustspiel,Attribution to Colman is from Hadamowsky.,NA,"Colman, George",NA
254,Thorheit und Betrügerey,Thorheit und Betrügerey,Lustspiel,NA,NA,"Stephanie d. Ä., Christian Gottlob",NA
198,Der Todte ein Freyer,Todte ein Freyer,Lustspiel,Attribution to Sedaine is on title page. Adapted from Sedaine's Le mort marié/,https://books.google.com/books?id=yIa6lmBQ7nsC&pg=PA1#v=onepage&q&f=falsehttps://books.google.com/books?id=-lPK1ryFn3EC&newbks=1&pg=PA1#v=onepage&q&f=false,"Pauerspach, Karl Michael",NA
160,Tom Jones,Tom Jones,Opéra comique,After Fielding's Tom Jones,https://books.google.com/books?id=hGxXAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Poinsinet, Antoine-Alexandre-Henri","Philidor, François-André Danican"
63,Le Tonnellier,Tonnellier,Opéra comique,NA,NA,"Audinot, Nicolas-Médard","Gossec, François-Joseph"
181,Le Tout en peu,Tout en peu,Comédie,NA,NA,unknown,NA
143,Die Trauer,Trauer,Lustspiel,Adapted from Hauteroches's Le Deuil (1680),NA,"Hauteroche, Noël Lebreton de",NA
258,Les Trois Fermiers,Trois Fermiers,Comédie mêlée d'ariettes,"First performed in Paris, 16 May 1777.",https://books.google.com/books?id=sMo5AAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Monvel, Jacques-Marie Boutet de","Dezède, Nicolas-Alexandre"
125,Les Trois Frères rivaux,Trois Frères rivaux,Comédie,First performed in Paris on 4 Aug 1713. The Viennese playbook at the link is dated 1752.,https://books.google.com/books?id=e_SZmPZsxCcC&pg=PA1#v=onepage&q&f=false,"La Font, Joseph de",NA
88,Les Trois Jumeaux vénetiens,Trois Jumeaux vénetiens,Comédie,First performed in Paris on 7 Dec 1773.,https://books.google.com/books?id=Y--5yUOsyMsC&pg=PA1#v=onepage&q&f=false,"Colalto Mattiuzzi, Antonio Cristoforo",NA
123,Turcaret,Turcaret,Comédie,Published in 1708. Also Turcaret ou le Financier.,https://books.google.com/books?id=EghlH5nqzrYC&pg=PA1#v=onepage&q&f=false,"Lesage, Alain-René",NA
202,Die Uebereilung,Uebereilung,Lustspiel,NA,NA,"Fagan, Barthélemy-Christophe",NA
171,Die Ungetreuen,Ungetreuen,Lustspiel,Adapted from Barthe's Les fausses infidélités.,NA,"Barthe, Nicolas Thomas",NA
212,Die unvermutheten Zufälle,unvermutheten Zufälle,Singspiel,Adapted from Les Événements imprévues (1779).,NA,"Hales, Thomas","Grétry, André Ernest Modeste"
175,Die unversehene Wette,unversehene Wette,Lustspiel,NA,NA,"Rautenstrauch, Johann",NA
76,Die verfolgte Unbekannte,verfolgte Unbekannte,Singspiel,German adaptation of L'incognita perseguitata.,NA,"Petrosellini, Giuseppe","Anfossi, Pasquale"
28,Die Verlobung,Verlobung,Lustspiel,NA,NA,"Brömel, Wilhelm Heinrich",NA
189,Der verlogene Bediente,verlogene Bediente,Lustspiel,From Garrick's The Lying Valet (1741),NA,"Garrick, David",NA
95,Die verstorbene Ehefrau,verstorbene Ehefrau,Lustspiel,NA,NA,"Bretzner, Christoph Friedrich",NA
70,Die wahre Liebe,wahre Liebe,Lustspiel,Identification  uncertain,NA,"Schiebeler, Daniel",NA
31,Wahrheit ist gut Ding,Wahrheit ist gut Ding,Lustspiel,NA,NA,"Goldoni, Carlo",NA
36,Was erhält die Männer treu?,Was erhält die Männer treu?,Singspiel,Premiere in the Burgtheater on 1 May 1780,NA,"Zehnmark, Ludwig","Ruprecht, Martin"
185,Die Wâschermädchen,Wâschermädchen,Singspiel,From Zanetti's Le lavanderine,NA,"Bock, Johann Christian","Zanetti, Francesco"
252,Der Weise in der That,Weise in der That,Schauspiel,NA,NA,"Jester, Friedrich Ernst",NA
108,Wer wird sie kriegen,Wer wird sie kriegen,Lustspiel,NA,NA,"Eckardt, Friedrich Samuel Lucas von",NA
26,Der Westindier,Westindier,Lustspiel,"Adapted from Cumberland's ""The West Indian""",NA,"Cumberland, Richard",NA
141,Die Widersprecherin,Widersprecherin,Lustspiel,Adapted from Dufresny's L'Esprit de contradiction (1700),NA,"Dufresny, Charles",NA
48,Die Wildschützen,Wildschützen,Lustspiel,"According to Hadamowsky, ""Lustspiel mit Gesängen""",NA,"Stephanie d. J., Johann Gottlieb",unknown
69,Das Winterquartier in Amerika,Winterquartier in Amerika,Lustspiel,NA,NA,"Babo, Joseph Marius von",NA
153,Die Wirthschaftlerinn,Wirthschaftlerinn,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
79,Wissenschaft geht vor Schönheit,Wissenschaft geht vor Schönheit,Lustspiel,Kalliope record here: http://kalliope-verbund.info/DE-611-HS-3410222 has this as a translation by Bock of Goldoni's La donna garbo (1743).,https://books.google.com/books?id=NygDljEwhsAC&pg=PA1#v=onepage&q&f=false,"Bock, Johann Christian",NA
164,Der Wittwer,Wittwer,Lustspiel,"Based on Carmontelle's ""Proverbe dramatique"" Le Veuf.https://fr.wikisource.org/wiki/Proverbes_dramatiques/Le_Veuf",NA,"Carmontelle, Louis Carrogis de",NA
152,Die Wölfe in der Heerde,Wölfe in der Heerde,Lustspiel,NA,NA,"Stephanie d. J., Johann Gottlieb",NA
116,Der Zaubergürtel,Zaubergürtel,Lustspiel,NA,https://books.google.com/books?id=ahBaAAAAcAAJ&pg=PP1#v=onepage&q&f=false,"Rousseau, Jean-Jacques",NA
25,Zémire et Azor,Zémire et Azor,Opéra comique,"A German version of Zémire et Azor had been in the repertory of the court theater since 13 Oct 1779. The performances on 27 Jun and 19 Jul were in German, the others in French.",NA,"Marmontel, Jean-Françoise","Grétry, André Ernest Modeste"
204,Zu gut ist nicht gut,Zu gut ist nicht gut,Lustspiel,"""nationalisieret von Herrn Schmidt."" First performed by the Nationaltheater on 22 Nov 1777.",https://books.google.com/books?id=F_5HAAAAcAAJ&pg=PA1#v=onepage&q&f=false,"Goldsmith, Oliver",NA
194,Die zwey Gräfinnen,zwey Gräfinnen,Singspiel,Adapted from Le due contesse.,https://books.google.com/books?id=6gFXAAAAcAAJ&pg=PA3#v=onepage&q&f=false,"Petrosellini, Giuseppe","Paisiello, Giovanni"
